id	address	about	review_name	review_stars	review_count	property_amenities	room_features	room_types	good_to_know
1440	Piazza Puccini 18, 55049 Viareggio Italy	Just 50 meters from the beach, Hotel Residence Esplanade is an Art-Nouveau building in Viareggio centre. It offers large and elegant accommodation with minibar and TV with SKY. Each modern room, self-catering apartment, Junior Suite and Wellness Suite at the Esplanade comes with a private bathroom complete with hairdryer and courtesy set. Air conditioning is provided in summer, and free internet is available. The new Restaurant Puccini20 serves Italian favourites prepared with fresh ingredients, along with an extensive wine list. Set right behind the lush Pineta di Ponente pinewood, Hotel Residence Esplanade is a 20-minute walk from Viareggio Train Station. Check our new Wellness Suite with minipool, sauna and turkish bath.	Very good	4.0	836 reviews	Paid public parking nearby Free High Speed Internet (WiFi) Free breakfast Beach Bicycle rental Indoor play area for children Children Activities (Kid / Family Friendly) Pets Allowed ( Dog / Pet Friendly ) Street parking Wifi Bar / lounge Restaurant Breakfast available Breakfast buffet Breakfast in the room Kids' meals Special diet menus Game room Hiking Kids club Airport transportation Taxi service Business Center with Internet Access Conference facilities Banquet room Meeting rooms Solarium Baggage storage Concierge Newspaper Non-smoking hotel Shared lounge / TV area Sun terrace Sun umbrellas 24-hour check-in 24-hour front desk Express check-in / check-out Dry cleaning Laundry service Ironing service	Allergy-free room Air purifier Air conditioning Housekeeping Private balcony Room service Minibar Flatscreen TV Safe Refrigerator	Ocean view Non-smoking rooms Suites Family rooms	HOTEL CLASS 4.0 of 5 stars HOTEL STYLE Business Mid-range Languages Spoken English, French, Russian, Spanish and 2 more
1441	Terminal Exit Road Candelaria Street, Ecoland, Barangay 76-A Bucana, Davao City, Mindanao 8000 Philippines								HOTEL CLASS 2.0 of 5 stars
1442	Pedro de Valdivia 120, Chaiten 5850000 Chile	Partir diciendo que las personas que te reciben son increíblemente simpáticos y buena onda, el lugar dista un poco de ser como ellos (aunque tienen letreros que indican claramente que "NO PIDAN MÁS"). De lo bueno, es que pueden oír el mar, pero te mueres del frío, porque además de que es muy frío el clima en la zona, la casa no tiene buena aislación térmica. Las camas están en buen estado y el precio razonable, aunque quizá los baños podrían estar mejor y el agua un poco más caliente.	Very good	4.0	5 reviews	Free High Speed Internet (WiFi) Airport transportation Non-smoking hotel Shared kitchen Laundry service		Family rooms	Languages Spoken Spanish Property amenities Free High Speed Internet (WiFi) Airport transportation Non-smoking hotel Shared kitchen Laundry service Room types Family rooms
1443	Actividad Economia Street Zone 1, Bangued, Luzon 2800 Philippines	Grand Roberto's Inn is located in Bangued. This 5-star hotel offers room service, a 24-hour front desk and free WiFi. The hotel features family rooms. All rooms in the hotel are equipped with a flat-screen TV with cable channels.	Very good	4.0	1 review				HOTEL STYLE Mid-range Budget
1444	215 Moo 7, Khao Kho District, Khao Kho 67280 Thailand								
1445	Km. 72 Camino Termas de Chillan, Valle Las Trancas 3880000 Chile	Cabañas cómodas, piscina rica, personal excelente. Queda cerca de todo, y aún así nada de ruido. Además llevamos a un perrita y no hubo ningún problema. Hicieron que el momento de espaciar dela ciudad valiera 100% obvio que volveremos a ir.	Excellent	5.0	1 review				
1446	Gfoell 163, Unken 5091 Austria								
1447	1, Main Road, Tirunelveli Shencottai Rd, Kallidaikurchi 627416 India								
1448	Corso Giuseppe Mazzini n. 3/a next to City Hall, 66051 Cupello Italy	If you’re looking for a family-friendly bed and breakfast in Cupello, look no further than ToKupellon Apartments. The rooms offer a kitchenette, a minibar, and air conditioning, allowing you to rest and refresh with ease. ToKupellon features baggage storage. In addition, as a valued To Kupellon guest, you can enjoy a lounge that is available on-site. Guests arriving by vehicle have access to secured parking. If you are looking for a good Italian restaurant, you may want to check out La Volpe e l'Uva, Trattoria da Clara, or Lo Scarabeo while staying at ToKupellon. Should time allow, Chiesa della Natività di Santa Maria Santissima, Chiesa Madonna del Ponte, and Palazzo Marchione are some popular attractions that are within walking distance. The staff at ToKupellon looks forward to serving you during your upcoming visit.	Excellent	4.5	8 reviews	Secured parking Free High Speed Internet (WiFi) Bar / lounge Beach Bicycle rental Babysitting Books, DVDs, music for children Pets Allowed ( Dog / Pet Friendly ) Internet Restaurant Water park Bicycle tours Bowling offsite Tennis court offsite Water park offsite Board games / puzzles Children Activities (Kid / Family Friendly) Kids' outdoor play equipment Strollers Baggage storage Mosquito net Non-smoking hotel Shared kitchen Shared lounge / TV area	Air conditioning Iron Kitchenette Minibar Refrigerator Complimentary toiletries Hair dryer	Family rooms	HOTEL STYLE Quaint Family Languages Spoken English, French, Italian
1449	69/163 Danakhori Teliyana Road, Near ghanta Ghar, Kanpur 208001 India	Good place to stay in kanpur , value for money .... The hotel rooms are extremely clean and everything is very organised .the staff are very friendly and helpful , food is also great ,excellent service .	Excellent	5.0	1 review	Paid public parking on-site Free High Speed Internet (WiFi) Breakfast in the room Car hire Convenience store Mosquito net Dry cleaning Laundry service Shops ATM on site	Fireplace Room service Telephone Clothes rack Bath / shower		Languages Spoken Hindi Property amenities Paid public parking on-site Free High Speed Internet (WiFi) Breakfast in the room Car hire Convenience store Mosquito net Dry cleaning Laundry service Shops ATM on site Show more Room features Fireplace Room service Telephone Clothes rack Bath / shower
1450	Borgata Way Frazione Ponte Maira, Acceglio Italy	We stayed (unfortunately) only one night, wished to stay longer. Great hospitality, very nice, helpful people, good service. Very keen to help with tour tips, as the manager is a mountain biker himself. Simple, but clean small apartment with kitchen and terrace. EXCELLENT food (home made pasta!!!). excellent place for daily hiking or MTB tours. One German couple came just for dinner, was excited, canceled their hotel in Acceglio and book the Ciarbonet Caffe for one week!	Very good	4.0	19 reviews	Internet Restaurant	Kitchenette		HOTEL STYLE Quaint Mid-range Property amenities Internet Restaurant Room features Kitchenette
1451	1-60/2, Tiruchanoor Rd Near Kidsnkids Daycare, Padmavati Nagar, Tirupati 517502 India	Set in Tirupati, 37 km from Srikalahasti Temple, Hotel Elite Park offers accommodation with free WiFi and free private parking. This 3-star hotel offers a 24-hour front desk. The property is non-smoking and is situated 11 km from Renigunta Junction.							
1452	Lot 108, Jalan Yap Kwan Seng Star Residences No. 1, Kuala Lumpur 50450 Malaysia	Used a Guesthouse provider instead of Star Suites. Would recommend not using Hosts as mine didn't even have a contact number just an email that nobody responded to. Was lucky enough that the front office for star suites knew the contact which we called while waiting in the lobby. Host seemed uninterested, but the room given was in great condition. Rooftop pool for building 1s view is the worst from the 3 towers so try staying in another. There is no pool service at any pool and the rooftop pool is very small. Rooftop cafe in building 1 had no food options but there's a public BBQ area by the pool.	Very good	4.0	21 reviews	Free High Speed Internet (WiFi) Pool Rooftop pool Pool with view Sun terrace	Air conditioning Kitchenette		HOTEL CLASS 4.0 of 5 stars HOTEL STYLE Charming Property amenities Free High Speed Internet (WiFi) Pool Rooftop pool Pool with view Sun terrace Room features Air conditioning Kitchenette
1453	Paal 120, Stadl an der Mur, Stadl-Predlitz 8862 Austria					Pets Allowed ( Dog / Pet Friendly )			
1454	Ul. Nikole Lekica 30, Bar, Bar Municipality 85000 Montenegro						Soundproof rooms Air conditioning Housekeeping Seating area Clothes rack Kitchenette Flatscreen TV Complimentary toiletries Refrigerator Kitchenware		HOTEL CLASS 3.0 of 5 stars Room features Soundproof rooms Air conditioning Housekeeping Seating area Clothes rack Kitchenette Flatscreen TV Complimentary toiletries Refrigerator Kitchenware Show more
1455	650 N 875 E Utah State University, Logan, UT 84322-0001	University Inn is located in the heart of Utah State University. Our location features 74 hotel rooms and more than 59,000 sq ft of conference space designed to accommodate conferences, workshops, seminars, weddings, symposiums and much more. Our experienced conference management team will work with you to plan and coordinate your next event on USU Campus or anywhere in the world. Our focus is to provide you with efficient, inspiring, cost-effective meetings and events.	Excellent	4.5	230 reviews	Free parking Free High Speed Internet (WiFi) Fitness / spa locker rooms Free breakfast Business Center with Internet Access Conference facilities Newspaper Non-smoking hotel Electric vehicle charging station Parking garage Wifi Coffee shop Breakfast available Breakfast buffet Complimentary Instant Coffee Complimentary tea Kid-friendly buffet Vending machine Banquet room Meeting rooms Photo copier / fax In business center 24-hour check-in 24-hour front desk Clothes dryer Self-serve laundry Washing machine	Desk Housekeeping Safe Telephone Coffee / tea maker Microwave Cable / satellite TV Sofa bed Iron Wake-up service / alarm clock Refrigerator Flatscreen TV	Mountain view Landmark view Non-smoking rooms Suites	HOTEL CLASS 2.0 of 5 stars HOTEL STYLE Quiet Great View Languages Spoken English
1456	Revaz Tabukashvili Street 28/13, Tbilisi 0105 Georgia					Children Activities (Kid / Family Friendly)			
1457	Moletai 33166 Lithuania	Pluses - delicious food in the restaurant, nice view out of the window, a warm room, a comfortable bed and kind staff. We understand, that the level of the hotel is 3*, but both of our rooms looked as it was cleaned by a lazy teenager and not a person who gets paid for this job.. After checking in to the room and seeing the situation that the rooms are not tidy, we were informed at the reception that there was no possibility to change the rooms. Limp, water(?) stained floor, a non-working, dirty phone, a non-working bed lamp, a yellowed toilet cover. The washbasin, tap, shower head and cabin covered with lime. The bed's blanket is spotty and dirty. Tv was very dusty. Also, it is very unpleasant when in the evening, in order to walk down the staircase to the car, the light does not light up anywhere and you have to use the phone flashlight... In the pool, neither the current nor the fountain(?) works. In the morning saunas also do not work (but that's kind of understandable with current electricity prices). But, at least, it was very clean in the pool area :) Btw, if you choose standard room, do not forget to bring your own bathrobe and slippers. Otherwise, you can rent the robe for 8€ and slippers for 3€. The water from the tap is undrinkable, but you can buy it for 2,5€ for 0,5l I hope, you could fix these issues and we can come back, enjoy our stay and edit this review :) Good luck	Very good	3.5	19 reviews	Wifi Pool Hot tub Bar / lounge Restaurant Children Activities (Kid / Family Friendly) Shuttle bus service Spa Indoor pool	Kitchenette		HOTEL STYLE Business Romantic Property amenities Wifi Pool Hot tub Bar / lounge Restaurant Children Activities (Kid / Family Friendly) Shuttle bus service Spa Indoor pool Show more Room features Kitchenette
